,0.012674225,1.22,1,1.42885603,1.352628233
,0.011754901,0.836,1,1.21077599,1.200454833
,0.019959293,0.216,1,1.213830918,0.955911156
,1.228757133,1.004,1,1.548430731,1.411806099
,0.004212816,0.836,1,1.230524809,1.199557325
,1.201439585,1.22,1,1.548819738,1.494091311
,1.202091885,1.176,1,1.417188642,1.476744934
,0.0190313,1.22,1,1.260000441,1.353384725
,0.00405444,0.836,1,1.206557082,1.199538478
,0.122753116,1.004,1,1.214206073,1.280191621
,0.004252485,0.836,1,1.212902933,1.199562046
,0.074313957,1.22,1,1.263885528,1.359963361
,2.577427522,1.176,1,1.550519618,1.640409875
,0.019725586,1.22,1,1.171871063,1.353467345
,0.023829598,1.004,3,2.225118701,3.922419722
,0.07556903,1.176,3,5.693496261,3.996688715
