0.083333333,0.051282051,0.083333333,0.025974026,2.731827626,0.064102564,0.048780488,0,-0.012658228,0.005473271,-0.036144578,-0.069767442,-0.051282051,-0.038461538,-0.846900831,0.111111111,-0.425533193,-0.003738739,0.00373154,1
-0.017241379,-0.037974684,-0.008695652,-0.029787234,-0.999815775,0.004385965,0.013157895,0.004385965,0.013157895,257,0.013100437,0.021645022,0.013100437,0.004329004,2.233615222,0,-0.846305864,0.013783784,-0.00531614,0
0,0,0,0.000398724,-0.394552409,0.000398645,0.000199283,0.000199362,0,0.972990163,-0.000199243,0,0,-0.000199283,0.219982377,0.000199322,0.45732036,0.444864865,-0.004527372,0
0.034965035,0.014965986,0.017482517,-0.010204082,-0.022795515,-0.02027027,-0.014745308,-0.013745704,-0.013745704,0.026657036,-0.017241379,-0.010204082,-0.013937282,0.003484321,-0.647759657,-0.003496503,-0.646613516,0.005855856,0.007651828,0
0.006329114,0.00308642,0.006349206,0.009375,1.437902206,0.022012579,0.036923077,0.025236593,0.027863777,0.123854473,0.027692308,-0.002967359,0.004615385,-0.006024096,-0.131259308,0.056962025,1.380216839,0.022612613,0.023964825,1
-0.01010101,-0.02,-0.020833333,-0.05,0.024377313,-0.020408163,0.020408163,0.010638298,0.052631579,-0.13572375,0.041666667,0.02,0.010526316,0,1.959590879,0.01010101,1.620258936,-0.002612613,-0.000618809,1
-0.003067485,0.012232416,0.007751938,0.006134969,0.33836978,0.024615385,0.018126888,0.018461538,0.024390244,0.428747405,0,-0.002967359,0,-0.005952381,-0.148806626,0.021472393,0.627645459,0.022972973,0.019545914,0
-0.003831418,-0.001904762,0,0,0.510285055,0.003846154,0.001908397,-0.001930502,0.011583012,-0.338806688,-0.003831418,0.005714286,0.005802708,0,-0.271681005,-0.003831418,-0.27270766,0.016486486,0.003513532,0
0,0.054794521,0.073529412,0.088235294,5.565948967,0.01369863,-0.038961039,0,-0.013513514,-0.596865994,-0.013513514,-0.013513514,-0.02739726,-0.01369863,0.882239712,0,3.98220816,-0.003873874,-0.00071347,0
-0.016666667,-0.016666667,0,0,-0.030350315,0.016949153,0.084745763,0.052631579,0.051724138,2.264240078,0.066666667,0.015625,0.033333333,0.016393443,-0.728368969,0.066666667,-0.140241783,-0.004324324,-0.003407598,0
-0.022727273,-0.022727273,0,0,-0.68451326,0,0.009302326,0,0,0.199551956,0.023255814,0.013824885,0,0,-0.189139491,0,-0.693135731,-0.00518018,-0.005113511,0
0.03125,0,0.03125,0,-0.970908609,-0.060606061,-0.060606061,-0.060606061,-0.060606061,0.1377741,0,0,0,0,0.636363636,-0.03125,-0.945837295,-0.004324324,-0.005508214,0
-0.015151515,-0.015151515,-0.015625,-0.030769231,0.240470134,-0.023076923,-0.023076923,-0.126984127,-0.031746032,14.80080368,-0.05511811,-0.023622047,0.063636364,-0.016393443,-0.479406964,-0.090909091,9.203844791,-0.001711712,0.026840903,1
-0.064748201,-0.059649123,0.003891051,0.007722008,-0.32790561,0.015384615,-0.007462687,-0.085271318,-0.072796935,1.568070611,-0.083333333,-0.082706767,-0.063559322,-0.074380165,-0.079695857,-0.129496403,0.588431931,0.002972973,0.046078871,1
0.041666667,0.04,0.041666667,0.041666667,-0.124254445,0.04,0,0.04,0.04,0.063098178,0,0,-0.038461538,-0.038461538,-0.44658239,0.083333333,-0.484766266,-0.005990991,0.006636694,0
0,-0.034482759,-0.035714286,-0.034482759,1.844063777,0.035714286,0.035714286,0.074074074,0.035714286,-0.937906381,0,0,0,0,24.84690476,0.035714286,3.564517214,-0.006855856,0.005452464,1
0,0,-0.068965517,-0.1,2.906994701,-0.066666667,-0.064516129,0,0,-0.586272897,-0.035714286,-0.068965517,-0.074074074,-0.074074074,2.656700408,-0.1,4.910798772,-0.005990991,0.082015832,0
0,0,0.111111111,0.111111111,3.881360069,-0.1,-0.1,-0.1,-0.1,-0.375,0.111111111,0.111111111,0.111111111,0.111111111,-0.956,0,-0.865762598,-0.007027027,-0.003886037,0
-0.038461538,0.038461538,-0.038461538,0.038461538,1.2225,0.12,0.037037037,0.12,0.037037037,-0.207986502,0.035714286,0.035714286,0.035714286,0.035714286,0.846328646,0.115384615,2.25,-0.006855856,0.007654004,0
0,-0.027027027,0,-0.027027027,-0.885957773,0,0,-0.041666667,-0.041666667,17.44104545,-0.027777778,-0.027777778,0.014492754,0.014492754,-0.864432849,-0.027777778,-0.714894433,-0.006486486,-0.004563655,1
-0.001385681,-0.001385681,-0.053117783,-0.006928406,21.33333333,-0.006706753,-0.006706753,0.024390244,-0.023255814,12.55970149,-0.024447031,-0.022351572,-0.002380952,-0.000238095,-0.972482113,-0.032332564,7.333333333,0.371171171,-0.005690965,1
-0.071428571,-0.071428571,-0.030769231,-0.030769231,-0.287444409,-0.015384615,0,0.015873016,0.031746032,-0.832822513,-0.015625,0,-0.015625,-0.030769231,1.4,-0.1,-0.714104193,-0.00654955,-0.00199692,1
0.006861063,0.005102041,0.005145798,0.013722127,-0.141809,0.00681431,0.008460237,0.008532423,0.00676819,-0.161311757,0.008460237,0.005033557,0.003384095,-0.003361345,0.021603461,0.022298456,-0.264696106,0.046306306,-0.000741766,0
0.034749035,0,0.015503876,-0.018656716,-0.264908564,0.003731343,0.003731343,-0.007633588,-0.003802281,0.096277334,-0.026022305,-0.026022305,-0.015384615,-0.007633588,0.103952775,0.011583012,-0.110364113,0.004594595,-0.002217721,0
-0.193548387,-0.276190476,-0.1625,-0.1625,-0.475049828,-0.066666667,-0.039473684,0,0,0.055649238,-0.042857143,-0.054794521,-0.089552239,-0.029850746,-0.128699793,-0.279569892,-0.517157446,-0.006531532,0.003300821,1
0.151515152,0.026315789,0.151515152,0.026315789,0.25497808,0.026315789,0,0,0,0.055555556,-0.025641026,-0.025641026,0,-0.025641026,-0.157894737,0.151515152,0.115536071,-0.006774775,-0.001586242,0
-0.006329114,0,-0.006410256,-0.012738854,-0.695534076,0.006369427,0,0.012903226,0.012903226,0.513961959,-0.006329114,-0.006329114,-0.012738854,-0.012738854,-0.278770542,-0.006329114,-0.667549406,-0.000135135,-0.001981027,0
-0.004329004,-0.004329004,-0.047619048,-0.047619048,20.875,-0.030434783,-0.030434783,0.013636364,0.013636364,-0.950857143,0.071748879,0.121076233,0.00896861,0.00896861,5.393023256,0.034632035,5.8725,0.013153153,-0.005636571,0
0.003355705,-0.006514658,-0.010067114,-0.003344482,-0.390615794,0.010033445,0.009836066,0.010169492,0.030201342,-0.312080675,0.016556291,0,0.016778523,-0.003257329,-0.271914188,0.030201342,-0.694781206,0.02045045,0.000572033,0
0.003615329,0,0.002917578,-0.002900653,-0.18503012,0.001440922,0,-0.006545455,-0.002909091,0.649094825,-0.022302158,-0.018705036,-0.02489019,-0.008752735,0.482742366,-0.017353579,0.992750303,0.115315315,0.051725647,0
0.026666667,-0.005167959,-0.04,-0.013333333,1.719638039,-0.038961039,-0.025974026,0,-0.027027027,-0.335234428,-0.013513514,0,0,0,-0.110235694,-0.026666667,0.608624228,-0.003873874,0.175513183,0
0.048780488,0.071428571,0.048780488,0.097560976,-0.559571987,-0.023255814,-0.066666667,-0.023255814,-0.066666667,-0.960066928,0,0,0,0,23,0.024390244,-0.577896553,-0.006738739,-0.000764887,0
-0.026315789,0.026315789,0,0.027027027,2.582368807,0,-0.025641026,-0.027027027,0,-0.644780984,0.027027027,0.026315789,0.055555556,0.026315789,-0.445949934,0,-0.294957151,-0.00536036,-0.004844969,0
0.010559662,0,0.002141328,-0.003134796,1.450309491,-0.001044932,0.002089864,0.010683761,-0.00524109,-0.461511473,-0.007322176,-0.010427529,-0.011627907,-0.014752371,0.314568673,0.002111932,0.734525447,0.077117117,-0.005485873,1
0.005479452,0.005434783,-0.002754821,-0.013623978,0.648743217,0.002724796,0.018918919,0.002762431,0.041436464,3.34398171,0.032608696,0.01061008,0.022038567,-0.00795756,-0.819265837,0.04109589,0.294438023,0.026576577,0.001090554,0
-0.017326733,-0.00990099,0.002544529,0.007594937,1.006812584,0.007556675,0,-0.010152284,0.002512563,-0.600074968,-0.0075,0,0.01025641,-0.002506266,0.607988027,-0.017326733,0.290530326,0.010810811,0.016148214,1
0.038461538,0,0,0,-0.627256401,0,0,-0.038461538,-0.038461538,2.20735688,-0.037037037,0,0,0,-0.396161402,0,-0.278097825,-0.005990991,0.040860185,0
-0.005763689,0.002873563,0.00877193,0.020467836,-0.899012926,0.011594203,0.011461318,-0.002898551,-0.014326648,1.784268094,-0.00286533,-0.014164306,-0.014534884,0.002906977,-0.367184888,0.002881844,-0.822068155,0.023963964,-0.005537556,0
0.003424658,0.003407155,0.001718213,0.006849315,-0.110652831,0.015358362,0.017826825,0.019725557,0.018707483,-0.069866287,-0.001680672,0.024186822,-0.000841043,0.016694491,0.911029287,0.017123288,0.580825945,0.047747748,0.094005811,0
0.5,0,0.5,0,-0.846695914,0,0,0,0,1.418998935,0,0.333333333,-0.333333333,-0.333333333,4.678673727,0.5,1.105893114,-0.007099099,0.620209117,0
